utt_id,wav,emotion,raw_emotion,speaker,session,start,end,dur,valence,arousal,dominance,transcript
Ses05M_impro07_M040,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M040.wav,happy,exc,Ses05M,5,172.43,179.9,7.47,4.0,3.5,2.5,"Yeah, yeah, yeah.  And it's gonna work out.  I'm gonna be able to pay for it, I'm gonna go, I mean, I'll have a little debt in the end.  But I don't care."
Ses05M_impro07_M041,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M041.wav,happy,exc,Ses05M,5,179.91,184.01,4.1,4.0,4.5,2.5,It's just you know a dream come true.  How could you not be excited about a dream come true?
Ses05M_impro07_M042,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M042.wav,happy,exc,Ses05M,5,185.55,187.49,1.94,3.5,2.5,2.5,"Oh I know, I know."
Ses05M_impro07_M043,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M043.wav,happy,exc,Ses05M,5,187.56,192.39,4.83,4.0,3.5,2.5,"But I'm so looking forward to being so busy. You know what I mean?  It's the kind of busy you've got to love, right?"
Ses05M_impro07_M044,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M044.wav,happy,exc,Ses05M,5,192.44,198.07,5.63,4.0,3.0,2.5,Because you're doing something you love.  That's the kind of busy you want.  I want to be able to do that for the rest of my life.  Be that kind of busy.
Ses05M_impro07_M045,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M045.wav,happy,exc,Ses05M,5,200.48,205.39,4.91,4.0,3.0,2.5,I had to tell you right away.  I knew you'd be excited.
Ses05M_impro07_M046,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M046.wav,happy,hap,Ses05M,5,205.63,207.05,1.42,4.0,2.5,2.0,We'll have fun.
Ses05M_impro07_M047,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M047.wav,happy,exc,Ses05M,5,208.6,212.11,3.51,4.0,3.0,2.0,Great.  Okay.
Ses05M_impro08_F005,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F005.wav,neutral,neu,Ses05F,5,53.02,56.23,3.21,3.0,3.5,3.0,"Uh, yeah.  We've pinned it a couple of times."
Ses05M_impro08_F006,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F006.wav,neutral,neu,Ses05F,5,61.5,66.91,5.41,2.5,2.5,3.0,"Pretty much, yeah - I don't know if it's, like, bad phone lines or something."
Ses05M_impro08_F007,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F007.wav,neutral,neu,Ses05F,5,69.07,70.27,1.2,3.0,1.5,2.0,Hmm. Mmm.
Ses05M_impro08_F008,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F008.wav,neutral,neu,Ses05F,5,74.37,75.93,1.56,3.0,2.0,2.5,yeah.
Ses05M_impro08_F009,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F009.wav,neutral,neu,Ses05F,5,77.22,81.06,3.84,3.0,2.5,2.5,"It goes- It goes, like, through doorways.  But it goes a long distance."
Ses05M_impro08_F011,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F011.wav,neutral,neu,Ses05F,5,96.14,103.26,7.12,3.0,4.0,3.0,"Well, I- I can check that.  Is there anything else we can do, too?  Like, I'll go through and check the line throughout the house, but --"
Ses05M_impro08_F012,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F012.wav,neutral,neu,Ses05F,5,111.18,112.63,1.45,3.0,1.5,2.5,Uh huh.
Ses05M_impro08_F013,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F013.wav,neutral,neu,Ses05F,5,115.46,116.6,1.14,3.0,2.5,2.5,All right.
Ses05M_impro08_F014,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F014.wav,neutral,neu,Ses05F,5,118.51,119.77,1.26,3.0,2.0,2.5,"Yeah, I see that."
Ses05M_impro08_F015,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F015.wav,neutral,neu,Ses05F,5,125.04,126.04,1.0,3.0,2.5,2.5,Okay.
Ses05M_impro08_F016,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F016.wav,neutral,neu,Ses05F,5,126.45,127.76,1.31,3.5,2.5,2.5,Okay.
Ses05M_impro08_F017,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F017.wav,neutral,neu,Ses05F,5,128.8,134.4,5.6,3.0,3.0,2.5,"Uh, it it's like a bunch of different letter and numbers and stuff."
Ses05M_impro08_F018,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F018.wav,neutral,neu,Ses05F,5,141.73,143.99,2.26,3.0,2.5,2.5,"Uh huh, Okay."
Ses05M_impro08_F019,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F019.wav,neutral,neu,Ses05F,5,145.92,149.28,3.36,3.0,3.0,3.5,"Uh, yeah looks -- no, no.  It's set to zeros."
Ses05M_impro08_F022,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F022.wav,happy,hap,Ses05F,5,174.23,188.69,14.46,4.0,4.0,4.0,"Oh, my God.  I can't even tell you how much of a relief that is.  I literally call and talk to five different people.  Like last week it went off and I spent an hour and a half on the phone with different people.  And I've been doing that like every, every other week for months now."
Ses05M_impro08_F025,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F025.wav,happy,hap,Ses05F,5,194.5,197.08,2.58,4.0,3.0,3.0,"Yeah, accountability.  It's awesome."
Ses05M_impro08_F026,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F026.wav,happy,hap,Ses05F,5,200.67,207.55,6.88,4.0,3.0,3.0,"Wow.  You know I was thinking about changing internet providers, but but that- that really is enough to change my mind."
Ses05M_impro08_F027,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F027.wav,happy,hap,Ses05F,5,213.46,219.2,5.74,4.5,3.5,3.5,No.  I'm just gonna go have a fantastic day now.
Ses05M_impro08_F028,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_F028.wav,happy,hap,Ses05F,5,220.44,222.15,1.71,4.5,3.5,3.5,Okay.  Thanks.
Ses05M_impro08_M000,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M000.wav,neutral,neu,Ses05M,5,2.7277,5.36,2.632,3.5,3.5,3.0,"D.S.L. Extreme, can I help you?"
Ses05M_impro08_M001,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M001.wav,neutral,neu,Ses05M,5,30.37,32.89,2.52,3.0,3.5,3.0,This happens every two weeks?
Ses05M_impro08_M002,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M002.wav,neutral,neu,Ses05M,5,34.13,35.79,1.66,3.0,2.5,2.5,You've lost your connection.
Ses05M_impro08_M003,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M003.wav,neutral,neu,Ses05M,5,35.8,36.8,1.0,3.0,2.5,2.5,okay.
Ses05M_impro08_M004,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M004.wav,neutral,neu,Ses05M,5,46.13,48.3,2.17,3.0,3.0,2.5,Hmm.  Mmm.
Ses05M_impro08_M005,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M005.wav,neutral,neu,Ses05M,5,51.1,53.68,2.58,3.0,3.0,2.5,Has somebody tried to pin your site?
Ses05M_impro08_M006,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M006.wav,neutral,neu,Ses05M,5,55.52,61.98,6.46,2.5,3.0,3.0,"Okay. Um-  Well, I don't know.  And it consistently happens every two weeks?"
Ses05M_impro08_M007,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M007.wav,neutral,neu,Ses05M,5,65.87,69.61,3.74,3.0,3.0,3.0,"Well, you know what, does your D.S.L. cable -- you have D.S.L., right?"
Ses05M_impro08_M008,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M008.wav,neutral,neu,Ses05M,5,69.64,77.48,7.84,3.0,3.0,3.0,"Okay.  Does your D.S.L. cable, you know, travel a long distance by any chance? - Does it go through any windows?  I mean, is it --"
Ses05M_impro08_M009,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M009.wav,neutral,neu,Ses05M,5,80.36,90.87,10.51,3.0,3.5,3.0,"Okay.  Is it being- Is it being compressed between anything by any chance?  Because sometimes your connection can be you know, disrupted by, you know, the cable being squished."
Ses05M_impro08_M010,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M010.wav,neutral,neu,Ses05M,5,90.88,96.92,6.04,3.0,3.0,3.0,"Yeah. That can be- That can create a bad connection.  And it won't always be a bad connection, but it will be bad off and on."
Ses05M_impro08_M011,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M011.wav,neutral,neu,Ses05M,5,102.51,111.79,9.28,3.0,3.5,3.0,"Yeah, well, absolutely.  What we can -- let's just go ahead and just do a basic diagnostic of your system first off, okay.  Can you go down to your start button?"
Ses05M_impro08_M012,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M012.wav,neutral,neu,Ses05M,5,111.84,115.98,4.14,3.0,3.5,3.0,"Okay, And uh- go ahead and click on run."
Ses05M_impro08_M013,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M013.wav,neutral,neu,Ses05M,5,116.02,119.23,3.21,3.0,3.5,3.0,Okay.  We're gonna get your -- a little black box is going to come up.  Do you see that?
Ses05M_impro08_M014,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M014.wav,neutral,neu,Ses05M,5,119.24,125.5,6.26,3.0,3.5,3.0,"Okay Uh- You've got your C calling, go ahead and type in directory list."
Ses05M_impro08_M015,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M015.wav,neutral,neu,Ses05M,5,125.69,126.79,1.1,3.0,3.0,3.0,And hit enter.
Ses05M_impro08_M016,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M016.wav,neutral,neu,Ses05M,5,126.91,129.1,2.19,3.0,3.5,2.5,Okay?  Can you tell me what that says?
Ses05M_impro08_M017,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M017.wav,neutral,neu,Ses05M,5,133.47,143.18,9.71,3.5,3.5,3.0,"Okay Okay, And Um- letters and numbers and stuff.  Uh- Can you - Can you just type in IP address search? And hit enter."
Ses05M_impro08_M018,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M018.wav,neutral,neu,Ses05M,5,143.57,146.37,2.8,3.0,3.5,3.0,Okay?  Does it list your IP address there?
Ses05M_impro08_M019,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M019.wav,neutral,neu,Ses05M,5,148.94,160.5,11.56,3.0,3.5,3.0,"It's set to zeros.  Okay, maybe that's our problem.  That could very well be our problem there.  Somehow you've lost your IP address.  I'm not sure why that would happen every week.  It could be a cycling issue, something like that.  But let's go ahead and type your IP address in again."
Ses05M_impro08_M020,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M020.wav,neutral,neu,Ses05M,5,163.12,170.17,7.05,3.0,3.5,3.0,"Well, if it does happen again, let me give you my direct number and you can call me.  Actually, I'll give you my cell number. Um- It's --"
Ses05M_impro08_M021,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M021.wav,neutral,neu,Ses05M,5,170.45,176.26,5.81,3.5,3.5,3.0,"Of course.  we seriously- Yeah, I mean, obviously you've worked- you know -- I don't want to hassle you anymore."
Ses05M_impro08_M022,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M022.wav,neutral,neu,Ses05M,5,187.72,189.57,1.85,3.5,3.0,3.0,I completely understand.
Ses05M_impro08_M023,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M023.wav,neutral,neu,Ses05M,5,189.62,192.61,2.99,3.5,2.5,3.0,Absolutely. And I just don't want that to happen to you anymore.
Ses05M_impro08_M024,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M024.wav,neutral,neu,Ses05M,5,192.93,195.16,2.23,3.5,3.5,3.0,Absolutely.  It's a new service we are offering.
Ses05M_impro08_M025,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M025.wav,neutral,neu,Ses05M,5,195.67,202.37,6.7,4.0,3.5,3.0,Uh huh Uh huh We want you to be happy.  You're our customer.  You're the most important thing. Okay?
Ses05M_impro08_M026,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M026.wav,happy,hap,Ses05M,5,207.21,214.11,6.9,4.5,3.5,3.0,"Great.  Well, that makes me very happy.  That makes us all happy here at D.S.L. Extreme.  Is there anything else I can help you with?"
Ses05M_impro08_M027,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M027.wav,neutral,neu,Ses05M,5,217.96,221.09,3.13,4.0,3.0,3.0,All right.  You have a wonderful day.  Call us anytime.
Ses05M_impro08_M028,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M028.wav,happy,hap,Ses05M,5,221.15,222.83,1.68,4.0,3.5,3.0,"All right.  Bye, bye."
Ses05M_script01_1_F000,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F000.wav,sad,sad,Ses05F,5,6.07,10.29,4.22,2.5,2.5,3.0,What's he going to say?  Maybe we should tell him before he sees it.
Ses05M_script01_1_F001,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F001.wav,sad,sad,Ses05F,5,10.95,16.96,6.01,2.0,2.5,3.0,When?  I was the first one up.  He was still in bed.  How could he have seen it?
Ses05M_script01_1_F004,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F004.wav,sad,sad,Ses05F,5,36.96,39.18,2.22,2.0,2.5,2.5,Did you talk to him?
Ses05M_script01_1_F005,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F005.wav,sad,sad,Ses05F,5,43.63,45.3,1.67,2.0,2.0,2.5,He cried hard?
Ses05M_script01_1_F014,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F014.wav,angry,ang,Ses05F,5,127.65,134.31,6.66,2.0,3.0,4.0,"The trouble is the God damn newspapers.  I mean every every week a kid turns up, missing like longer than Larry."
Ses05M_script01_1_F018,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F018.wav,angry,ang,Ses05F,5,154.34,158.16,3.82,2.0,3.5,3.5,"Well, what do you want me to do?  You're old enough to make- to know your own mind."
Ses05M_script01_1_F021,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F021.wav,angry,ang,Ses05F,5,180.16,183.47,3.31,2.0,3.0,3.0,"I ignore what I got to ignore.  I mean, the girl is Larry's girl."
Ses05M_script01_1_F022,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F022.wav,angry,ang,Ses05F,5,184.5,199.57,15.07,1.5,3.5,4.0,"From your father's point of view he's not dead and she's still his girl.  Now, you can go on from there if you know where to go, Chris, but I don't know.  So what can I do for you?"
Ses05M_script01_1_F023,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F023.wav,neutral,neu,Ses05F,5,209.77,213.17,3.4,2.5,2.0,2.5,"Well, you're a considerate fella, there's nothing wrong in that"
Ses05M_script01_1_F024,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F024.wav,neutral,neu,Ses05F,5,213.24,215.82,2.58,2.5,3.0,3.5,Have you asked Annie yet?
Ses05M_script01_1_F025,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F025.wav,neutral,neu,Ses05F,5,219.09,225.5,6.41,2.5,3.0,3.0,"Well, what if she feels like your father?  And how do you know she will marry you?"
Ses05M_script01_1_F026,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F026.wav,neutral,neu,Ses05F,5,240.48,244.02,3.54,2.0,3.0,3.5,"Well, the trouble is you never saw enough women."
Ses05M_script01_1_F032,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F032.wav,angry,ang,Ses05F,5,311.66,313.42,1.76,1.5,3.0,3.5,Are you crazy?
Ses05M_script01_1_F035,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F035.wav,angry,ang,Ses05F,5,330.77,336.89,6.12,1.5,3.0,4.0,"All right.  But don't think like that.  Because what the hell did we work for, Chris?  I mean, this whole thing, it's all for you."
Ses05M_script01_1_F036,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F036.wav,angry,ang,Ses05F,5,339.57,342.03,2.46,2.0,2.5,3.5,Just don't think that way.  Do you hear me?
Ses05M_script01_1_M004,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M004.wav,sad,sad,Ses05M,5,39.02,43.08,4.06,2.0,3.0,3.0,No.  I figured it was best to leave him alone.
Ses05M_script01_1_M011,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M011.wav,angry,ang,Ses05M,5,92.08,103.14,11.06,2.0,4.0,4.0,"Why should he dream about him, walking around looking for him at night?  Do we contradict him?  Do we say straight out that we don't have any hope anymore, that we haven't had any hope for years now?"
Ses05M_script01_1_M013,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M013.wav,angry,ang,Ses05M,5,108.56,114.28,5.72,1.0,4.0,4.5,For Gods sake!  Three years!  Nobody comes back after three years.  That's insane!
Ses05M_script01_1_M016,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M016.wav,neutral,neu,Ses05M,5,141.71,143.15,1.44,2.5,3.0,3.0,You know.
Ses05M_script01_1_M017,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M017.wav,neutral,neu,Ses05M,5,146.89,149.75,2.86,3.0,2.5,4.0,I'm going to ask her to marry me.
Ses05M_script01_1_M020,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M020.wav,angry,ang,Ses05M,5,161.13,163.92,2.79,1.5,4.0,4.5,"Oh, so it isn't just my business?"
Ses05M_script01_1_M021,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M021.wav,angry,ang,Ses05M,5,164.38,170.81,6.43,1.5,4.0,4.0,You infuriate me sometimes.  Do you know that?  God.
Ses05M_script01_1_M022,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M022.wav,angry,ang,Ses05M,5,172.52,181.08,8.56,2.0,4.0,4.5,"Isn't it your business, too, if dad -- if I tell dad and he throws a fit about it?  I mean, you have such a talent for ignoring things."
Ses05M_script01_1_M023,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M023.wav,angry,ang,Ses05M,5,182.78,185.01,2.23,1.5,4.5,4.5,She is not Larry's girl!
Ses05M_script01_1_M025,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M025.wav,angry,ang,Ses05M,5,211.44,213.46,2.02,1.0,4.5,5.0,To hell with that!
Ses05M_script01_1_M028,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M028.wav,angry,ang,Ses05M,5,243.61,246.63,3.02,2.0,3.5,4.0,So what?  I'm not fast with women.
Ses05M_script01_1_M032,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M032.wav,angry,ang,Ses05M,5,289.7,301.77,12.07,2.0,4.0,4.5,"I've given it three years of thought.  I hoped that if I'd waited, dad would have forgotten about it by now.  And we could have like a normal wedding and everybody happy."
Ses05M_script01_1_M033,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M033.wav,angry,ang,Ses05M,5,302.08,306.71,4.63,2.0,3.0,4.0,"But if that can't happen, I'll just have to get out."
Ses05M_script01_1_M034,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M034.wav,angry,ang,Ses05M,5,307.83,312.04,4.21,2.0,4.0,3.5,"I'll get out.  I'll go get married and live someplace else.  I don't know, maybe New York."
Ses05M_script01_1_M035,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M035.wav,angry,ang,Ses05M,5,313.01,318.07,5.06,1.5,4.0,4.5,I have been a good son for too long.  A good sucker.  I'm through with it.
Ses05M_script01_1_M036,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M036.wav,angry,ang,Ses05M,5,322.75,325.03,2.28,2.5,3.5,4.0,"Yes.  On this, I would."
Ses05M_script01_1_M037,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M037.wav,angry,ang,Ses05M,5,327.15,331.07,3.92,2.0,3.0,3.5,"Well, you help me stay here."
Ses05M_script01_1b_F000,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F000.wav,sad,sad,Ses05F,5,3.1063,8.86,5.754,2.5,2.5,2.5,What's he going to say?  Maybe we ought to tell him before he sees it.
Ses05M_script01_1b_F022,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F022.wav,neutral,neu,Ses05F,5,212.32,214.48,2.16,2.5,2.5,3.5,Have you asked Annie yet?
Ses05M_script01_1b_F023,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F023.wav,neutral,neu,Ses05F,5,217.35,221.85,4.5,2.5,2.5,3.5,"Well, how do you know she'll marry you?  Maybe she feels like your father does."
Ses05M_script01_1b_F024,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F024.wav,neutral,neu,Ses05F,5,235.49,239.07,3.58,2.0,2.5,3.0,The trouble is you don't see enough women.  You never did.
Ses05M_script01_1b_F026,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F026.wav,neutral,neu,Ses05F,5,246.78,253.85,7.07,3.0,2.5,4.0,"Well, that's a good reason.  But it don't mean a thing. I mean, You haven't seen her since you went to war.  It's been five years."
Ses05M_script01_1b_F028,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F028.wav,sad,sad,Ses05F,5,279.14,286.71,7.57,1.5,2.5,3.5,"Now, what's going to happen to your father, do you know?  I don't."
Ses05M_script01_1b_F031,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F031.wav,angry,ang,Ses05F,5,315.77,317.67,1.9,1.5,3.0,4.0,Are you crazy?
Ses05M_script01_1b_F033,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F033.wav,angry,ang,Ses05F,5,326.04,328.56,2.52,2.0,4.0,4.0,Must you be inspired?
Ses05M_script01_1b_F034,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_F034.wav,angry,ang,Ses05F,5,347.68,350.22,2.54,3.0,3.0,3.5,You don't want to think like that.
Ses05M_script01_1b_M001,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_M001.wav,sad,sad,Ses05M,5,13.31,15.67,2.36,2.5,2.5,2.5,He was out here when it broke.
Ses05M_script01_1b_M002,/Users/abish/Downloads/IEMOCAP_full_release/Session5/sentences/wav/Ses05M_script01_1b/Ses05M_script01_1b_M002.wav,sad,sad,Ses05M,5,16.83,24.83,8.0,2.5,2.5,3.5,About four this morning.  I heard it crack and I looked out the window and he was standing right there when it cracked.
